Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-10-11 11:28 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),83,138,46%,76,18.44,3.08,118,122.00,,
2022-10-13 09:48 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),99,165,43%,92,19.72,3.29,113,120.24,,
2022-10-13 09:59 (-04),On Demand,Jess King,30,Cycling,Theme,30 min LHHM Celebration Ride,2022-10-08 09:55 (-04),336,187,50%,80,20.69,10.35,389,131.05,,
2022-10-13 10:30 (-04),On Demand,Emma Lovewell,30,Cycling,Music,30 min Pop Ride,2022-10-09 13:25 (-04),330,183,51%,77,20.47,10.23,397,132.62,,
2022-10-13 11:02 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2022-10-13 02:00 (-04),329,183,52%,76,20.44,10.22,409,135.19,,
2022-10-13 11:33 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2022-06-19 02:30 (-04),76,127,43%,78,17.85,2.98,117,122.94,,
2022-10-14 09:49 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),100,166,42%,94,19.79,3.30,111,121.64,,
2022-10-14 10:01 (-04),On Demand,Jess King,20,Cycling,Music,20 min House Ride,2022-10-13 12:31 (-04),228,190,50%,81,20.76,6.92,255,129.73,,
2022-10-14 10:22 (-04),On Demand,Jess King,20,Cycling,Theme,20 min Sweat Steady: Low Impact Ride,2022-10-13 11:55 (-04),192,160,45%,84,19.55,6.51,230,121.68,,
2022-10-14 10:43 (-04),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact,2022-10-13 09:52 (-04),283,157,45%,82,19.43,9.71,342,121.08,,
2022-10-14 11:14 (-04),On Demand,Jenn Sherman,10,Cycling,Cool Down,10 min AFO Cool Down: Alanis Morissette,2022-08-19 10:00 (-04),72,119,41%,81,17.42,2.90,99,111.07,,
2022-10-16 10:26 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 09:00 (-04),93,155,41%,92,19.33,3.22,108,116.97,,
2022-10-16 10:37 (-04),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Ride,2022-10-15 06:25 (-04),331,184,48%,83,20.61,10.31,376,127.89,,
2022-10-16 11:12 (-04),,,30,Cycling,,30 min Lanebreak Ride,,294,163,44%,86,19.56,9.80,349,124.26,,
2022-10-16 11:45 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),93,155,45%,84,19.26,3.21,118,121.56,,
2022-10-18 09:49 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-03-14 03:00 (-04),102,169,42%,94,19.89,3.32,115,121.38,,
2022-10-18 10:01 (-04),On Demand,Tunde Oyeneyin,30,Cycling,Music,30 min New Tracks Ride,2022-10-17 11:57 (-04),320,178,48%,83,20.30,10.15,362,125.31,,
2022-10-18 10:32 (-04),On Demand,Olivia Amato,30,Cycling,Music,30 min Pop Ride,2022-10-16 14:56 (-04),347,193,52%,76,20.93,10.46,398,132.95,,
2022-10-18 11:04 (-04),On Demand,Hannah Frankson,30,Cycling,Low Impact,30 min Low Impact Ride,2022-10-16 04:55 (-04),283,157,47%,79,19.43,9.72,361,125.53,,
2022-10-18 11:34 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),97,161,47%,81,19.63,3.27,124,,,
2022-10-20 10:14 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),81,136,39%,90,18.23,3.04,98,111.06,,
2022-10-20 10:25 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min 90s Ride,2022-10-15 13:24 (-04),292,163,45%,84,19.62,9.81,347,122.02,,
2022-10-20 10:56 (-04),On Demand,Denis Morton,30,Cycling,Low Impact,30 min Low Impact Ride,2022-10-18 11:53 (-04),272,151,43%,86,19.08,9.54,349,122.48,,
2022-10-20 11:27 (-04),On Demand,Emma Lovewell,20,Cycling,Music,20 min EDM Ride,2022-10-19 09:53 (-04),225,188,49%,82,20.71,6.90,277,138.19,,
2022-10-20 11:48 (-04),On Demand,Leanne Hainsby,20,Cycling,Low Impact,20 min Low Impact Ride,2022-10-19 02:22 (-04),194,162,45%,84,19.55,6.52,267,133.53,,
2022-10-20 12:09 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2022-03-25 03:00 (-04),106,176,49%,78,20.27,3.38,146,140.00,,
2022-10-21 10:26 (-04),On Demand,Ben Alldis,10,Cycling,Low Impact,10 min Low Impact Ride,2022-10-20 14:32 (-04),95,159,43%,90,19.45,3.24,111,118.85,,
2022-10-21 10:37 (-04),On Demand,Jess King,20,Cycling,Music,20 min 2000s Ride,2022-10-20 11:54 (-04),220,184,48%,82,20.57,6.86,258,130.62,,
2022-10-21 10:58 (-04),On Demand,Hannah Frankson,20,Cycling,Music,20 min 2010s Pop Ride,2022-10-20 01:55 (-04),204,170,48%,79,20.01,6.67,253,129.00,,
2022-10-21 11:20 (-04),On Demand,Hannah Corbin,20,Cycling,Low Impact,20 min Low Impact Ride,2022-10-20 09:51 (-04),164,137,44%,79,18.43,6.14,219,117.89,,
2022-10-21 11:41 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),88,147,45%,81,18.90,3.15,124,126.19,,
2022-10-23 10:25 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 02:00 (-04),91,152,41%,92,18.97,3.16,106,116.79,,
2022-10-23 10:36 (-04),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2022-10-19 06:54 (-04),490,181,48%,82,20.35,15.27,588,131.38,,
2022-10-23 11:26 (-04),,,30,Cycling,,30 min Lanebreak Ride,,282,156,46%,81,19.21,9.63,361,126.03,,
2022-10-24 09:58 (-04),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min AFO Warm Up Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),48,160,42%,91,19.29,1.60,51,116.92,,
2022-10-24 10:04 (-04),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2022-10-22 07:55 (-04),473,175,47%,83,20.26,15.19,564,128.54,,
2022-10-24 10:50 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-10-21 13:55 (-04),321,178,52%,73,20.36,10.18,402,133.68,,
2022-10-24 11:22 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),85,141,44%,80,18.60,3.10,127,128.55,,
2022-10-26 10:10 (-04),,,30,Cycling,,30 min Lanebreak Ride,,311,172,46%,84,19.89,9.97,272,107.25,,
2022-10-27 10:05 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 02:00 (-04),96,159,41%,95,19.30,3.22,65,87.58,,
2022-10-27 10:23 (-04),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Hip Hop Ride,2022-10-26 06:52 (-04),310,172,45%,86,20.08,10.04,366,126.00,,
2022-10-27 10:54 (-04),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone Endurance Classic Rock,2022-10-25 13:55 (-04),464,172,47%,83,20.10,15.08,573,130.00,,
2022-10-27 11:42 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),102,169,47%,82,20.01,3.34,133,131.00,,
2022-10-28 10:06 (-04),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2022-10-25 11:00 (-04),41,136,40%,91,18.19,1.52,48,112.67,,
2022-10-28 10:12 (-04),On Demand,Kendall Toole,30,Cycling,Low Impact,30 min Low Impact Ride,2022-10-27 18:57 (-04),265,147,44%,81,18.90,9.45,314,115.23,,
2022-10-28 10:43 (-04),On Demand,Jess King,30,Cycling,Theme,30 min Sweat Steady: Low Impact Ride,2022-10-27 11:56 (-04),274,152,44%,83,19.14,9.57,332,118.95,,
2022-10-28 11:14 (-04),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2022-10-25 11:00 (-04),42,142,47%,73,18.60,1.54,57,118.82,,
2022-10-31 09:44 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 09:00 (-04),83,138,39%,93,18.46,3.08,103,114.63,,
2022-10-31 09:54 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 90s Rock Ride,2022-10-30 05:55 (-04),366,203,51%,81,21.36,10.68,430,139.69,,
2022-10-31 10:26 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2022-10-29 06:25 (-04),337,187,53%,75,20.68,10.34,418,137.31,,
2022-10-31 11:00 (-04),On Demand,Bradley Rose,20,Cycling,Theme,20 min Halloween Ride,2022-10-28 04:00 (-04),174,145,44%,83,18.82,6.27,243,125.79,,
2022-10-31 11:23 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-04-14 02:00 (-04),82,137,45%,74,18.30,3.05,106,,,
2022-11-02 09:46 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Red Hot Chili Peppers Warm Up,2022-05-04 17:00 (-04),80,134,38%,92,18.10,3.02,99,112.00,,
2022-11-02 09:58 (-04),On Demand,Camila Ramon,45,Cycling,Music,45 min EDM Ride,2022-10-29 14:55 (-04),481,178,49%,77,20.33,15.24,559,127.69,,
2022-11-02 10:45 (-04),On Demand,Leanne Hainsby,15,Cycling,Music,15 min Country Ride,2022-11-02 03:32 (-04),157,175,46%,82,20.19,5.04,191,129.90,,
2022-11-03 09:59 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 02:00 (-04),104,173,41%,97,20.14,3.36,122,126.26,,
2022-11-03 10:10 (-04),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance 80s Ride,2022-11-01 00:30 (-04),476,176,46%,84,20.33,15.23,568,128.22,,
2022-11-03 10:56 (-04),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2022-11-02 02:56 (-04),299,166,46%,81,19.80,9.90,373,128.87,,
2022-11-03 11:29 (-04),On Demand,Ally Love,20,Cycling,Music,20 min Country Pop Ride,2022-11-01 07:27 (-04),210,175,48%,79,20.23,6.74,270,,,
2022-11-03 11:51 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),83,139,43%,80,18.44,3.07,127,129.20,,
2022-11-03 12:02 (-04),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: Green Day,2022-08-19 10:00 (-04),,,,,,,15,,,
2022-11-05 10:31 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),90,150,40%,92,18.95,3.16,106,115.27,,
2022-11-05 10:42 (-04),On Demand,Tunde Oyeneyin,30,Cycling,Low Impact,30 min Low Impact Ride,2022-10-31 11:55 (-04),282,157,45%,80,19.38,9.69,334,119.15,,
2022-11-05 11:15 (-04),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2022-09-18 04:55 (-04),293,163,45%,84,19.68,9.84,350,122.69,,
2022-11-05 11:46 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),92,154,45%,81,19.26,3.21,119,124.86,,
2022-11-05 11:56 (-04),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-09-26 02:00 (-04),,,,,,,15,,,
2022-11-06 09:33 (-05),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 08:00 (-05),91,152,39%,94,19.12,3.19,108,117.08,,
2022-11-06 09:44 (-05),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2022-11-05 06:26 (-05),815,181,46%,84,20.55,25.69,991,132.39,,
2022-11-06 11:01 (-05),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 07:15 (-05),92,154,45%,81,19.23,3.20,134,133.54,,
2022-11-08 09:58 (-05),On Demand,Olivia Amato,10,Cycling,Warm Up,10 min Warm Up Ride,2019-04-22 14:00 (-05),98,164,44%,85,19.65,3.28,107,116.60,,
2022-11-08 10:09 (-05),On Demand,Hannah Frankson,30,Cycling,Low Impact,30 min Low Impact Ride,2022-11-07 13:55 (-05),284,158,44%,82,19.44,9.72,326,118.85,,
2022-11-08 10:40 (-05),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2022-11-06 13:25 (-05),290,161,46%,81,19.59,9.79,338,120.29,,
2022-11-08 11:12 (-05),On Demand,Jess King,10,Cycling,Cool Down,10 min Cool Down Ride,2019-04-22 16:02 (-05),109,181,47%,82,20.48,3.42,124,121.66,,
2022-11-09 09:52 (-05),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-14 01:00 (-05),91,153,42%,85,19.11,3.18,101,111.54,,
2022-11-09 10:04 (-05),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2022-11-09 06:53 (-05),464,172,45%,84,20.05,15.03,548,125.86,,
2022-11-09 10:51 (-05),On Demand,Leanne Hainsby,15,Cycling,Low Impact,15 min Low Impact Ride,2022-11-09 02:32 (-05),154,171,46%,82,20.06,5.01,198,,,
2022-11-09 11:08 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 01:00 (-05),70,117,42%,76,17.23,2.87,105,115.28,,
2022-11-11 09:04 (-05),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 09:00 (-05),106,177,45%,86,20.32,3.39,123,126.52,,
2022-11-11 09:16 (-05),On Demand,Denis Morton,20,Cycling,Music,20 min Country Ride,2022-11-10 14:28 (-05),212,177,46%,84,20.33,6.78,270,135.29,,
2022-11-11 09:39 (-05),On Demand,Ben Alldis,20,Cycling,Music,20 min House Ride,2022-11-08 01:54 (-05),219,183,50%,77,20.50,6.84,275,122.39,,
2022-11-11 10:01 (-05),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 07:15 (-05),86,144,46%,76,18.70,3.11,127,128.00,,
2022-11-13 09:58 (-05),,,15,Cycling,,15 min Lanebreak Ride,,136,151,43%,86,18.73,4.70,158,119.57,,
2022-11-13 10:14 (-05),,,30,Cycling,,30 min Lanebreak Ride,,263,146,43%,85,18.57,9.31,404,,,
2022-11-13 10:46 (-05),,,10,Cycling,,10 min Lanebreak Ride,,118,196,51%,76,21.01,3.53,135,,,
2022-11-13 10:58 (-05),,,5,Cycling,,5 min Lanebreak Ride,,40,133,42%,81,18.08,1.52,68,,,
2022-11-14 09:37 (-05),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 01:00 (-05),99,165,42%,90,19.72,3.29,113,121.34,,
2022-11-14 09:49 (-05),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone 2010s Ride,2022-11-10 02:00 (-05),340,189,47%,84,20.73,10.36,410,133.24,,
2022-11-14 10:21 (-05),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2022-11-09 13:55 (-05),268,149,45%,79,19.02,9.51,350,122.69,,
2022-11-14 10:53 (-05),On Demand,Jess King,20,Cycling,Theme,20 min Sweat Steady: Low Impact,2022-11-10 11:00 (-05),168,140,42%,84,18.59,6.20,225,120.02,,
2022-11-14 11:15 (-05),On Demand,Leanne Hainsby,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2022-11-01 09:00 (-05),87,145,43%,81,18.83,3.14,118,123.76,,
2022-11-14 11:26 (-05),On Demand,Leanne Hainsby,10,Cycling,Music,10 min Carly Rae Jepsen Cool Down Ride,2022-11-12 10:35 (-05),79,131,43%,78,18.08,3.02,113,119.77,,
2022-11-15 09:56 (-05),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-11-15 02:00 (-05),86,144,39%,91,18.66,3.11,94,21.86,,
2022-11-15 10:07 (-05),On Demand,Mila Lazar,30,Cycling,Music,30 min House Ride,2022-11-13 06:55 (-05),318,177,48%,79,20.33,10.16,368,126.00,,
2022-11-15 10:40 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min 80s Ride,2022-11-13 04:55 (-05),322,179,49%,79,20.33,10.17,396,132.00,,
2022-11-15 11:14 (-05),On Demand,Tunde Oyeneyin,30,Cycling,Music,30 min House Ride,2022-11-12 11:56 (-05),255,142,46%,75,18.61,9.30,353,123.00,,
2022-11-15 11:47 (-05),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 00:10 (-05),79,131,43%,78,18.09,3.01,112,119.00,,
2022-11-15 11:58 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-04-17 02:00 (-05),,,,,,,15,,,
2022-11-16 09:54 (-05),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-11-15 02:00 (-05),85,142,39%,90,18.37,3.06,105,115.00,,
2022-11-16 10:06 (-05),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2022-11-15 01:55 (-05),306,170,46%,80,20.03,10.02,378,128.00,,
2022-11-16 10:39 (-05),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2022-09-18 03:55 (-05),258,143,43%,82,18.72,9.36,355,123.00,,
2022-11-16 11:11 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2022-05-16 01:00 (-05),78,130,43%,78,18.05,3.01,114,120.00,,
2022-11-18 09:49 (-05),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-11-15 02:00 (-05),91,152,41%,89,19.10,3.18,110,118.00,,
2022-11-18 10:02 (-05),On Demand,Olivia Amato,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2022-11-16 06:53 (-05),651,181,46%,83,20.51,20.51,761,129.00,,
2022-11-18 11:05 (-05),On Demand,Camila Ramon,30,Cycling,Music,30 min EDM Ride,2022-11-16 09:53 (-05),335,186,52%,73,20.71,10.36,409,134.00,,
2022-11-18 11:38 (-05),On Demand,Emma Lovewell,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2022-11-01 09:00 (-05),87,144,41%,86,18.80,3.13,124,128.00,,
2022-11-18 11:48 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2022-11-17 02:00 (-05),70,117,41%,76,17.17,2.87,116,122.00,,
2022-11-20 10:56 (-05),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 01:00 (-05),99,164,42%,91,19.63,3.27,118,121.00,,
2022-11-20 11:08 (-05),On Demand,Denis Morton,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2022-11-19 07:55 (-05),651,181,46%,83,20.51,20.50,776,130.00,,
2022-11-20 12:12 (-05),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Low Impact Ride,2022-11-20 03:00 (-05),198,165,45%,83,19.77,6.59,254,129.00,,
2022-11-20 12:35 (-05),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2022-07-20 23:45 (-05),78,129,44%,75,18.01,3.00,110,117.00,,
2022-11-22 09:20 (-05),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-11-15 02:00 (-05),103,172,42%,92,19.95,3.32,119,123.00,,
2022-11-22 09:32 (-05),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-11-20 08:25 (-05),324,180,49%,78,20.44,10.22,393,132.00,,
2022-11-22 10:05 (-05),On Demand,Kendall Toole,30,Cycling,Music,30 min Pop Punk Ride,2022-11-21 06:54 (-05),317,176,48%,80,20.27,10.14,400,132.00,,
2022-11-22 10:42 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 2010s Ride,2022-11-20 10:25 (-05),312,173,49%,77,20.18,10.09,424,137.00,,
2022-11-22 11:15 (-05),On Demand,Ben Alldis,10,Cycling,Climb,Extra 10: Climb Ride,2022-11-01 09:00 (-05),103,172,53%,69,20.12,3.35,141,137.00,,
2022-11-22 11:26 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2022-11-17 02:00 (-05),73,122,42%,76,17.54,2.92,123,126.00,,
2022-11-23 10:02 (-05),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 09:00 (-05),98,164,45%,83,19.73,3.29,112,119.00,,
2022-11-23 10:15 (-05),On Demand,Olivia Amato,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2022-11-16 06:53 (-05),576,160,44%,83,19.56,19.56,748,128.00,,
2022-11-23 11:18 (-05),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2022-06-19 01:30 (-05),88,147,44%,81,18.91,3.15,129,129.00,,
2022-11-25 10:03 (-05),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 01:00 (-05),82,137,39%,89,18.31,3.05,99,110.00,,
2022-11-25 10:15 (-05),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2022-11-22 13:55 (-05),459,170,46%,81,20.02,15.01,536,124.00,,
2022-11-25 11:03 (-05),On Demand,Ben Alldis,15,Cycling,Music,15 min EDM Ride,2022-11-22 02:32 (-05),147,164,47%,79,19.63,4.91,182,126.00,,
2022-11-25 11:22 (-05),On Demand,Hannah Frankson,15,Cycling,Music,15 min House Ride,2022-11-24 02:22 (-05),132,146,47%,74,18.85,4.71,171,121.00,,
2022-11-25 11:38 (-05),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2022-11-25 02:00 (-05),65,108,40%,74,16.52,2.76,103,113.00,,
2022-11-29 08:26 (-05),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 01:00 (-05),79,131,38%,93,17.97,3.00,102,,,
2022-11-29 08:39 (-05),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Pop Ride,2022-11-28 14:57 (-05),390,144,44%,82,18.69,14.02,502,,,
2022-11-29 09:25 (-05),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2022-11-17 02:00 (-05),78,130,44%,77,18.04,3.01,101,,,
2022-12-08 10:21 (-05),On Demand,Bradley Rose,10,Cycling,Theme,10 min Holiday Warm Up Ride,2022-12-07 13:25 (-05),68,113,36%,91,16.95,2.82,87,103.00,,
2022-12-08 10:32 (-05),On Demand,Kendall Toole,30,Cycling,Music,30 min Kane Brown Ride,2022-12-07 18:54 (-05),241,134,41%,84,18.23,9.11,314,115.00,,
2022-12-08 11:04 (-05),On Demand,Ally Love,20,Cycling,Music,20 min Country Pop Ride,2022-12-06 06:53 (-05),168,140,43%,81,18.51,6.17,218,118.00,,
2022-12-08 11:25 (-05),On Demand,Jess King,10,Cycling,Low Impact,Extra 10: Low Impact,2022-12-05 11:00 (-05),85,142,41%,87,18.67,3.11,115,121.00,,
2022-12-08 11:37 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Mariah Carey Cool Down Ride,2022-12-02 18:05 (-05),80,133,43%,79,18.17,3.03,111,118.00,,
2022-12-09 09:50 (-05),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-11-15 02:00 (-05),89,148,40%,91,18.88,3.14,104,113.00,,
2022-12-09 10:01 (-05),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2022-12-01 13:54 (-05),300,166,44%,85,19.87,9.93,367,126.00,,
2022-12-09 10:34 (-05),On Demand,Tunde Oyeneyin,30,Cycling,Music,30 min Pop Ride,2022-11-20 11:55 (-05),307,171,49%,74,19.99,10.00,390,130.00,,
2022-12-09 11:08 (-05),On Demand,Jess King,30,Cycling,Theme,30 min Sweat Steady: Low Impact Ride,2022-11-23 11:00 (-05),258,143,42%,82,18.65,9.33,380,128.00,,
2022-12-09 11:39 (-05),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 01:00 (-05),71,119,41%,78,17.36,2.89,118,122.00,,
2022-12-10 10:15 (-05),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 01:00 (-05),84,139,39%,92,18.51,3.09,101,111.00,,
2022-12-10 10:26 (-05),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2022-12-10 07:54 (-05),319,177,46%,82,20.27,10.13,383,129.00,,
2022-12-10 11:01 (-05),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2022-12-10 06:25 (-05),319,177,50%,77,20.28,10.14,407,134.00,,
2022-12-10 11:36 (-05),On Demand,Emma Lovewell,30,Cycling,Music,30 min EDM Ride,2022-12-09 08:55 (-05),273,152,47%,74,19.01,9.51,387,130.00,,
2022-12-10 12:09 (-05),On Demand,Kendall Toole,30,Cycling,Music,30 min Country Pop Ride,2022-12-01 11:58 (-05),253,141,44%,79,18.58,9.29,401,134.00,,
2022-12-10 12:42 (-05),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2022-11-25 02:00 (-05),70,116,42%,75,17.22,2.87,126,128.00,,
2022-12-12 10:12 (-05),,,30,Cycling,,30 min Lanebreak Ride,,242,134,38%,90,18.04,9.04,311,,,
2022-12-12 10:45 (-05),,,15,Cycling,,15 min Lanebreak Ride,,165,182,46%,84,20.47,5.14,213,,,
2022-12-12 11:03 (-05),,,30,Cycling,,30 min Lanebreak Ride,,288,160,45%,80,19.41,9.73,371,,,
2022-12-13 10:21 (-05),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-11 03:00 (-05),44,147,41%,89,18.88,1.56,51,113.00,,
2022-12-13 10:28 (-05),On Demand,Charlotte Weidenbach,30,Cycling,Music,30 min EDM Ride,2022-12-10 10:25 (-05),333,185,50%,77,20.60,10.30,394,131.00,,
2022-12-13 11:01 (-05),On Demand,Jess King,20,Cycling,Theme,20 min Sweat Steady: Low Impact Ride,2022-12-08 11:00 (-05),187,156,43%,84,19.38,6.46,238,123.00,,
2022-12-13 11:21 (-05),On Demand,Ben Alldis,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2022-12-12 10:00 (-05),106,177,46%,84,20.31,3.38,127,130.00,,
